118,55,173
109,55,164
56,105,161
32,10,42
48,87,135
48,87,135
61,99,160
70,57,127
109,2,111
70,59,129
39,96,135
112,106,218
109,97,206
73,108,181
125,116,241
87,45,132
78,29,107
109,32,141
86,89,175
101,58,159
114,97,211
16,7,23
55,24,79
8,5,13
33,48,81
109,44,153
127,106,233
22,52,74
30,64,94
72,20,92
54,69,123
59,27,86
103,91,194
38,61,99
39,8,47
17,87,104
114,125,239
47,27,74
77,45,122
23,28,51
69,106,175
119,45,164
60,11,71
115,5,120
21,65,86
115,73,188
85,49,134
58,120,178
42,34,76
44,11,55
5,39,44
66,2,68
22,103,125
10,44,54
5,57,62
37,116,153
126,44,170
102,1,103
121,99,220
38,110,148
8,57,65
22,30,52
75,38,113
0,62,62
10,49,59
12,73,85
10,23,33
87,97,184
93,62,155
65,91,156
55,18,73
110,15,125
13,106,119
30,63,93
79,80,159
21,101,122
110,125,235
25,13,38
65,89,154
127,3,130
122,53,175
122,73,195
78,112,190
92,110,202
76,99,175
103,46,149
59,45,104
9,98,107
81,102,183
118,51,169
88,44,132
34,7,41
40,75,115
52,20,72
43,61,104
47,83,130
90,9,99
73,97,170
124,86,210
81,10,91
16,64,80
82,124,206
69,39,108
112,33,145
116,37,153
86,25,111
30,64,94
6,111,117
105,6,111
37,105,142
95,26,121
56,51,107
18,126,144
66,25,91
116,5,121
102,18,120
111,12,123
30,72,102
31,126,157
14,107,121
111,17,128
124,6,130
98,23,121
30,55,85
116,25,141
66,111,177
110,46,156
86,42,128
115,121,236
29,64,93
93,85,178
118,23,141
36,39,75
44,49,93
113,5,118
50,119,169
125,40,165
96,73,169
31,113,144
68,37,105
53,65,118
7,116,123
43,78,121
116,55,171
96,34,130
117,116,233
51,27,78
45,102,147
113,80,193
79,50,129
98,16,114
104,97,201
3,101,104
7,70,77
125,126,251
65,5,70
63,57,120
114,49,163
106,97,203
96,25,121
102,51,153
55,93,148
34,119,153
41,22,63
25,56,81
23,44,67
100,62,162
14,29,43
0,32,32
43,2,45
33,80,113
89,12,101
101,58,159
67,90,157
86,111,197
91,36,127
1,31,32
57,23,80
57,55,112
53,40,93
90,127,217
12,105,117
35,79,114
83,115,198
95,104,199
123,99,222
105,13,118
105,72,177
41,58,99
1,25,26
99,71,170
32,34,66
48,127,175
95,4,99
35,67,102
75,97,172
64,122,186
54,99,153
49,67,116
60,49,109
23,123,146
104,27,131
22,78,100
91,125,216
114,113,227
65,76,141
39,77,116
124,99,223
33,51,84
20,33,53
3,63,66
77,127,204
18,99,117
114,45,159
29,102,131
14,44,58
93,98,191
108,95,203
77,119,196
74,121,195
4,118,122
43,76,119
56,92,148
0,76,76
97,67,164
11,7,18
123,0,123
8,40,48
122,90,212
9,52,61
95,46,141
22,116,138
93,93,186
96,59,155
34,66,100
93,18,111
86,29,115
61,75,136
123,67,190
61,11,72
93,125,218
88,61,149
39,99,138
74,7,81
82,124,206
55,54,109
63,45,108
97,83,180
75,87,162
3,0,3
50,99,149
123,93,216
88,88,176
95,35,130
29,57,86
47,94,141
4,29,33
118,112,230
88,68,156
58,32,90
125,113,238
90,48,138
93,0,93
61,24,85
77,72,149
39,102,141
19,48,67
122,7,129
126,32,158
108,91,199
44,31,75
116,6,122
80,75,155
90,102,192
46,83,129
89,36,125
51,65,116
95,41,136
77,32,109
86,4,90
30,75,105
101,76,177
1,16,17
36,114,150
127,27,154
95,106,201
119,101,220
24,90,114
101,47,148
11,69,80
81,63,144
58,55,113
10,42,52
91,58,149
30,32,62
7,24,31
119,56,175
1,71,72
29,13,42
106,1,107
10,3,13
108,76,184
56,65,121
105,113,218
79,14,93
113,2,115
119,20,139
108,38,146
125,14,139
115,69,184
101,106,207
81,95,176
102,5,107
50,7,57
107,121,228
126,65,191
58,8,66
52,98,150
81,52,133
51,6,57
21,120,141
31,87,118
62,46,108
106,64,170
115,81,196
76,91,167
89,113,202
70,13,83
59,33,92
101,13,114
72,113,185
4,76,80
67,60,127
84,35,119
116,43,159
74,54,128
125,66,191
96,49,145
37,90,127
7,66,73
53,5,58
102,40,142
40,60,100
72,61,133
124,100,224
13,56,69
41,26,67
87,59,146
78,120,198
9,98,107
94,40,134
14,92,106
28,78,106
66,32,98
45,38,83
91,106,197
18,62,80
120,54,174
10,19,29
7,60,67
14,25,39
122,71,193
56,35,91
35,93,128
46,72,118
77,7,84
37,32,69
5,89,94
113,110,223
122,17,139
108,96,204
81,65,146
41,116,157
65,100,165
76,93,169
77,85,162
124,80,204
26,18,44
110,81,191
122,74,196
104,49,153
69,102,171
96,85,181
93,0,93
9,21,30
97,16,113
80,97,177
71,37,108
46,82,128
92,52,144
10,107,117
79,34,113
46,7,53
113,120,233
74,98,172
115,74,189
75,1,76
17,42,59
87,90,177
56,96,152
112,92,204
115,11,126
0,11,11
83,42,125
73,75,148
97,115,212
95,86,181
19,10,29
38,50,88
76,125,201
119,8,127
92,106,198
51,50,101
88,46,134
88,53,141
6,41,47
51,90,141
11,110,121
11,39,50
25,122,147
3,31,34
79,115,194
101,88,189
43,40,83
85,8,93
35,41,76
17,45,62
70,113,183
56,35,91
112,63,175
10,107,117
115,127,242
110,74,184
126,110,236
27,87,114
115,74,189
2,71,73
48,41,89
38,65,103
36,120,156
115,0,115
52,99,151
90,54,144
118,79,197
107,51,158
93,94,187
90,3,93
30,20,50
